,step,entity,name,id,model,dataset,subset,initial_model,project,exit_condition,metric,seed,dev,test,range_from,range_to
1094,2,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.732,0.712,21,22
1095,3,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.746,0.719,14,15
1096,4,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.739,0.698,14,15
1097,5,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.725,0.64,3,4
1098,6,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.732,0.698,2,3
1099,7,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.717,0.647,0,1
1100,8,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.667,0.655,10,11
1101,9,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.681,0.626,6,7
1102,10,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.667,0.612,12,13
1103,11,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.659,0.59,9,10
1104,12,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.645,0.619,4,5
1105,13,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.638,0.604,10,11
1106,14,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.63,0.619,8,9
1107,15,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.645,0.597,8,9
1108,16,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.638,0.576,6,7
1109,17,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.659,0.561,0,1
1110,18,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.638,0.576,5,6
1111,19,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.652,0.583,4,5
1112,20,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.616,0.482,3,4
1113,21,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.58,0.561,1,2
1114,22,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.514,0.547,1,2
1115,0,szegedai-semantics,sparkling-aardvark-36,b6jxlbyj,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.652,0.561,3,4
1116,1,szegedai-semantics,sparkling-aardvark-36,b6jxlbyj,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.616,0.504,4,5
1117,2,szegedai-semantics,sparkling-aardvark-36,b6jxlbyj,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.609,0.518,2,3
1118,3,szegedai-semantics,sparkling-aardvark-36,b6jxlbyj,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.572,0.511,1,2
1119,4,szegedai-semantics,sparkling-aardvark-36,b6jxlbyj,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.565,0.504,1,2
1120,0,szegedai-semantics,soft-jazz-35,hj9zjl8m,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.696,0.568,4,5
1121,1,szegedai-semantics,soft-jazz-35,hj9zjl8m,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.63,0.525,4,5
1122,2,szegedai-semantics,soft-jazz-35,hj9zjl8m,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.623,0.468,3,4
1123,3,szegedai-semantics,soft-jazz-35,hj9zjl8m,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.58,0.511,1,2
1124,4,szegedai-semantics,soft-jazz-35,hj9zjl8m,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.587,0.518,0,1
1125,0,szegedai-semantics,toasty-pyramid-34,5v11t1wz,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.63,0.547,3,4
1126,1,szegedai-semantics,toasty-pyramid-34,5v11t1wz,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.623,0.525,4,5
1127,2,szegedai-semantics,toasty-pyramid-34,5v11t1wz,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.609,0.482,2,3
1128,3,szegedai-semantics,toasty-pyramid-34,5v11t1wz,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.558,0.525,1,2
1129,4,szegedai-semantics,toasty-pyramid-34,5v11t1wz,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.522,0.475,1,2
1130,0,szegedai-semantics,vibrant-snowball-33,t9qf8792,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.681,0.583,4,5
1131,1,szegedai-semantics,vibrant-snowball-33,t9qf8792,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.638,0.504,4,5
1132,2,szegedai-semantics,vibrant-snowball-33,t9qf8792,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.616,0.504,3,4
1133,3,szegedai-semantics,vibrant-snowball-33,t9qf8792,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.601,0.496,2,3
1134,4,szegedai-semantics,vibrant-snowball-33,t9qf8792,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.551,0.489,0,1
1135,0,szegedai-semantics,avid-snow-32,o3013o8g,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.659,0.604,4,5
1136,1,szegedai-semantics,avid-snow-32,o3013o8g,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.674,0.525,4,5
1137,2,szegedai-semantics,avid-snow-32,o3013o8g,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.63,0.511,2,3
1138,3,szegedai-semantics,avid-snow-32,o3013o8g,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.594,0.525,2,3
1139,4,szegedai-semantics,avid-snow-32,o3013o8g,distilbert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.551,0.46,0,1
1140,0,szegedai-semantics,comic-dragon-31,84xsxs09,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.761,0.683,9,10
1141,1,szegedai-semantics,comic-dragon-31,84xsxs09,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.732,0.719,6,7
1142,2,szegedai-semantics,comic-dragon-31,84xsxs09,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.739,0.705,6,7
1143,3,szegedai-semantics,comic-dragon-31,84xsxs09,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.696,0.669,8,9
1144,4,szegedai-semantics,comic-dragon-31,84xsxs09,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.688,0.691,7,8
1145,5,szegedai-semantics,comic-dragon-31,84xsxs09,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.696,0.604,1,2
1146,6,szegedai-semantics,comic-dragon-31,84xsxs09,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.572,0.547,1,2
1147,7,szegedai-semantics,comic-dragon-31,84xsxs09,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.587,0.54,4,5
1148,8,szegedai-semantics,comic-dragon-31,84xsxs09,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.594,0.475,2,3
1149,9,szegedai-semantics,comic-dragon-31,84xsxs09,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.543,0.511,1,2
1150,10,szegedai-semantics,comic-dragon-31,84xsxs09,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.558,0.511,1,2
1151,0,szegedai-semantics,cerulean-serenity-30,675jntca,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.768,0.741,10,11
1152,1,szegedai-semantics,cerulean-serenity-30,675jntca,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.761,0.698,10,11
1153,2,szegedai-semantics,cerulean-serenity-30,675jntca,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.739,0.712,9,10
1154,3,szegedai-semantics,cerulean-serenity-30,675jntca,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.717,0.719,7,8
1155,4,szegedai-semantics,cerulean-serenity-30,675jntca,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.71,0.64,1,2
1156,5,szegedai-semantics,cerulean-serenity-30,675jntca,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.587,0.583,1,2
1157,6,szegedai-semantics,cerulean-serenity-30,675jntca,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.572,0.518,3,4
1158,7,szegedai-semantics,cerulean-serenity-30,675jntca,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.5,0.547,3,4
1159,8,szegedai-semantics,cerulean-serenity-30,675jntca,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.551,0.54,1,2
1160,9,szegedai-semantics,cerulean-serenity-30,675jntca,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.558,0.489,1,2
1161,10,szegedai-semantics,cerulean-serenity-30,675jntca,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.558,0.518,1,2
1162,0,szegedai-semantics,drawn-jazz-29,vcd22oq6,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.775,0.698,10,11
1163,1,szegedai-semantics,drawn-jazz-29,vcd22oq6,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.768,0.763,8,9
1164,2,szegedai-semantics,drawn-jazz-29,vcd22oq6,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.732,0.705,5,6
1165,3,szegedai-semantics,drawn-jazz-29,vcd22oq6,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.703,0.683,1,2
1166,4,szegedai-semantics,drawn-jazz-29,vcd22oq6,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.652,0.59,7,8
1167,5,szegedai-semantics,drawn-jazz-29,vcd22oq6,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.587,0.54,1,2
1168,6,szegedai-semantics,drawn-jazz-29,vcd22oq6,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.594,0.561,5,6
1169,7,szegedai-semantics,drawn-jazz-29,vcd22oq6,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.587,0.554,3,4
1170,8,szegedai-semantics,drawn-jazz-29,vcd22oq6,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.543,0.54,2,3
1171,9,szegedai-semantics,drawn-jazz-29,vcd22oq6,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.558,0.468,2,3
1172,10,szegedai-semantics,drawn-jazz-29,vcd22oq6,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.594,0.504,1,2
1173,0,szegedai-semantics,decent-spaceship-28,yzrdlzim,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.775,0.748,10,11
1174,1,szegedai-semantics,decent-spaceship-28,yzrdlzim,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.79,0.741,4,5
1175,2,szegedai-semantics,decent-spaceship-28,yzrdlzim,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.754,0.691,9,10
1176,3,szegedai-semantics,decent-spaceship-28,yzrdlzim,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.703,0.698,7,8
1177,4,szegedai-semantics,decent-spaceship-28,yzrdlzim,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.696,0.59,6,7
1178,5,szegedai-semantics,decent-spaceship-28,yzrdlzim,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.667,0.64,5,6
1179,6,szegedai-semantics,decent-spaceship-28,yzrdlzim,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.616,0.561,4,5
1180,7,szegedai-semantics,decent-spaceship-28,yzrdlzim,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.609,0.54,2,3
1181,8,szegedai-semantics,decent-spaceship-28,yzrdlzim,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.601,0.54,2,3
1182,9,szegedai-semantics,decent-spaceship-28,yzrdlzim,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.551,0.547,0,1
1183,10,szegedai-semantics,decent-spaceship-28,yzrdlzim,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.551,0.511,0,1
1184,0,szegedai-semantics,exalted-puddle-27,f3qk18o2,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.761,0.741,5,6
1185,1,szegedai-semantics,exalted-puddle-27,f3qk18o2,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.732,0.64,4,5
1186,2,szegedai-semantics,exalted-puddle-27,f3qk18o2,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.681,0.647,8,9
1187,3,szegedai-semantics,exalted-puddle-27,f3qk18o2,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.674,0.619,6,7
1188,4,szegedai-semantics,exalted-puddle-27,f3qk18o2,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.667,0.619,4,5
1189,5,szegedai-semantics,exalted-puddle-27,f3qk18o2,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.659,0.583,6,7
1190,6,szegedai-semantics,exalted-puddle-27,f3qk18o2,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.623,0.597,5,6
1191,7,szegedai-semantics,exalted-puddle-27,f3qk18o2,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.572,0.489,3,4
1192,8,szegedai-semantics,exalted-puddle-27,f3qk18o2,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.572,0.547,0,1
1193,9,szegedai-semantics,exalted-puddle-27,f3qk18o2,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.58,0.576,2,3
1194,10,szegedai-semantics,exalted-puddle-27,f3qk18o2,roberta-base,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.565,0.446,1,2
1195,0,szegedai-semantics,lyric-puddle-26,zgeu1149,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.71,0.626,9,10
1196,1,szegedai-semantics,lyric-puddle-26,zgeu1149,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.725,0.669,5,6
1197,2,szegedai-semantics,lyric-puddle-26,zgeu1149,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.71,0.64,4,5
1198,3,szegedai-semantics,lyric-puddle-26,zgeu1149,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.696,0.633,5,6
1199,4,szegedai-semantics,lyric-puddle-26,zgeu1149,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.659,0.619,5,6
1200,5,szegedai-semantics,lyric-puddle-26,zgeu1149,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.652,0.612,0,1
1201,6,szegedai-semantics,lyric-puddle-26,zgeu1149,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.652,0.59,5,6
1202,7,szegedai-semantics,lyric-puddle-26,zgeu1149,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.638,0.612,4,5
1203,8,szegedai-semantics,lyric-puddle-26,zgeu1149,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.601,0.597,3,4
1204,9,szegedai-semantics,lyric-puddle-26,zgeu1149,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.514,0.518,2,3
1205,10,szegedai-semantics,lyric-puddle-26,zgeu1149,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.551,0.511,1,2
1206,0,szegedai-semantics,clear-hill-25,vlhffbqs,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.725,0.698,7,8
1207,1,szegedai-semantics,clear-hill-25,vlhffbqs,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.725,0.64,6,7
1208,2,szegedai-semantics,clear-hill-25,vlhffbqs,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.696,0.626,5,6
1209,3,szegedai-semantics,clear-hill-25,vlhffbqs,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.681,0.626,7,8
1210,4,szegedai-semantics,clear-hill-25,vlhffbqs,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.681,0.626,0,1
1211,5,szegedai-semantics,clear-hill-25,vlhffbqs,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.659,0.626,6,7
1212,6,szegedai-semantics,clear-hill-25,vlhffbqs,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.681,0.597,4,5
1213,7,szegedai-semantics,clear-hill-25,vlhffbqs,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.63,0.568,4,5
1214,8,szegedai-semantics,clear-hill-25,vlhffbqs,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.623,0.576,2,3
1215,9,szegedai-semantics,clear-hill-25,vlhffbqs,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.601,0.496,1,2
1216,10,szegedai-semantics,clear-hill-25,vlhffbqs,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.587,0.511,1,2
1217,0,szegedai-semantics,zesty-river-24,0xc9hnni,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.717,0.662,5,6
1218,1,szegedai-semantics,zesty-river-24,0xc9hnni,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.725,0.64,1,2
1219,2,szegedai-semantics,zesty-river-24,0xc9hnni,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.681,0.626,6,7
1220,3,szegedai-semantics,zesty-river-24,0xc9hnni,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.681,0.612,4,5
1221,4,szegedai-semantics,zesty-river-24,0xc9hnni,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.674,0.597,3,4
1222,5,szegedai-semantics,zesty-river-24,0xc9hnni,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.674,0.59,3,4
1223,6,szegedai-semantics,zesty-river-24,0xc9hnni,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.63,0.633,4,5
1224,7,szegedai-semantics,zesty-river-24,0xc9hnni,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.638,0.568,3,4
1225,8,szegedai-semantics,zesty-river-24,0xc9hnni,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.587,0.568,3,4
1226,9,szegedai-semantics,zesty-river-24,0xc9hnni,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.551,0.504,2,3
1227,10,szegedai-semantics,zesty-river-24,0xc9hnni,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.551,0.547,1,2
1228,0,szegedai-semantics,resilient-fire-23,2778w45p,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.746,0.626,8,9
1229,1,szegedai-semantics,resilient-fire-23,2778w45p,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.71,0.633,5,6
1230,2,szegedai-semantics,resilient-fire-23,2778w45p,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.71,0.633,8,9
1231,3,szegedai-semantics,resilient-fire-23,2778w45p,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.681,0.612,3,4
1232,4,szegedai-semantics,resilient-fire-23,2778w45p,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.674,0.655,5,6
1233,5,szegedai-semantics,resilient-fire-23,2778w45p,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.623,0.59,3,4
1234,6,szegedai-semantics,resilient-fire-23,2778w45p,bert-base-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.63,0.662,5,6
